place_name,District,Timespan,Review,category,eco_score,cultural_score,vendor_count,local_empowerment_index,accessibility_score,crowd_level,danger_level,latitude,longitude
parewi duwa temple,Matara,a year ago,place mature town sure go time see better view windy days sea rough sea current,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,one historical place center mature town behind mature bus stand folks island talking since small island buddhist crowded place new buildings,,,,,,,,,,
parewi duwa temple,Matara,6 months ago,mature parade mature island  sri lanka mystical land history mysterious,,,,,,,,,,
parewi duwa temple,Matara,a year ago,small island mature beach right town center nice buddhist temple construction nice views temple,,,,,,,,,,
parewi duwa temple,Matara,3 months ago,located behind mature bus stand bridge built across sea go temple due previous bridge temporary bridge constructed temple renovated days,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,mature parade mature island  sri lanka mystical land history mysterious,,,,,,,,,,
parewi duwa temple,Matara,a year ago,temple one famous tourist attraction place mature temple located picturesque island surrounded india ocean bridge connected island people easily access temple,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,located mature south near mature bus stand isolated island located near mature beach distance beach,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,situated near mature bus stand temple built early days new construction going visiting little bit difficult bridge also bad condition must visit place view,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,temple surrounded sea famous temple mature really beautiful sense comes love much best time visit time think morning really peaceful,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,temple beautiful feels peaceful perfect place sit reflect cultural bridge bit dilapidated days beautiful place surrounded recommended visit,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,quite beautiful place visit mature island get great view getting reason giving stars bridge bit damaged,,,,,,,,,,
parewi duwa temple,Matara,a year ago,nice place go see lot things like flowers fish statues lot going mature forget visit beautiful beach bridge give different kind experience,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,situated near main bus stand mature vehicles driven bridge temple construction building new stupa great views sea behind temple,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful place must visit mature town safe place buddhist temple covering whole island  buddhist temple situated buddhist monks live situated close proximity mature bus stand use long bridge go island,,,,,,,,,,
parewi duwa temple,Matara,a year ago,beautiful island south sri lanka buddhist temple also,,,,,,,,,,
parewi duwa temple,Matara,a year ago,iconic place mature city beautiful temple situated island called parent bridge walk sea,,,,,,,,,,
parewi duwa temple,Matara,a year ago,beautiful island temple picturesque view calm aware lot couples found,,,,,,,,,,
parewi duwa temple,Matara,2 months ago,almost got scammed entrance asked per person entrance end real price entry old bridge cross narrow one place looks like construction site doesn't worth visiting,,,,,,,,,,
parewi duwa temple,Matara,a year ago,buddhist temple picturesque view calm aware lot couples found,,,,,,,,,,
parewi duwa temple,Matara,a year ago,parade located close city mature beautiful island surrounded sea cross bridge beauty temple island waves interfere,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,little island around meters away mainland connected hanging bridge whole island basically temple beautiful view sea,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,sri lanka mama one valuable temple country,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,sacred place surrounded sea city mature island reached suspension bridge,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice little temple island next mature town existing bridge using,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,party dew parade island mature sri lanka parade death temple modern buddhist temple island party front mascara town near mature snath ground,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nothing much see beach better beaches mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,must visit temple sri lanka beautiful beside mature beach,,,,,,,,,,
parewi duwa temple,Matara,8 months ago,doesn't charge see temple construction site also ticket says compulsory know data given good heart till bring bad karma,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,beautiful place surrounding nice view south sea temple,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,nice place temple exist island really nice place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,temple built rock outcrop sea connect steel bridge situated near mascara bus stand see beautiful scenery temple small temple see point,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,construction gong nice place visit see sea nice view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,travelers saying brief mature able wander around see,,,,,,,,,,
parewi duwa temple,Matara,8 months ago,buddhist parade temple located mature  buddhist temple tourist attraction temple situated island india ocean steel bridge connects island,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,must visit temple mature nice view mature sea bridge visit,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,small island buddhist temple built quite nice place except days construction going,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice temple view see clean,,,,,,,,,,
parewi duwa temple,Matara,a year ago,situated nearby mature highway bus stand,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,cool location small island go mature think go place,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,temple located surrounded nice beach best time visit evening day time temperature hot,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,pay get see disarray building site need go inside cant good reviews,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,construction hope nice temple done,,,,,,,,,,
parewi duwa temple,Matara,6 months ago,temple,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful temple love sri lanka,,,,,,,,,,
parewi duwa temple,Matara,7 months ago,beautiful place mature,,,,,,,,,,
parewi duwa temple,Matara,5 months ago,one beautiful places mature town recommended visit,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful place must visit mature town,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful little island buddhist temple nice sea views reached elegant footbridge,,,,,,,,,,
parewi duwa temple,Matara,a year ago,bridge really means watch step big deal temple nice though nothing special like many things sri lanka perpetually construction however since,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,beautiful place experience beach,,,,,,,,,,
parewi duwa temple,Matara,a year ago,beautiful place mature southern province,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice temple worth visit location views beautiful small part temple photo,,,,,,,,,,
parewi duwa temple,Matara,2 months ago,beautiful sight sounds like see,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,parade attraction view,,,,,,,,,,
parewi duwa temple,Matara,a year ago,temple located island near mature bus stand days ago bridge temporary bridge built risky bridge enough width cross people cross bridge one hand rail one side  exposed sea,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,special parade small island also attractive constructing buildings,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,good place  meditate,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,nice place visit great historical value,,,,,,,,,,
parewi duwa temple,Matara,a month ago,one beautiful place sri lanka,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,temple located best viewing point,,,,,,,,,,
parewi duwa temple,Matara,3 months ago,place mature town sure go time see better view windy days sea rough sea current,,,,,,,,,,
parewi duwa temple,Matara,2 months ago,place mature view,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,beautiful island bridge u access island,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice place visit sri banians,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,temple costs bridge nice little walk,,,,,,,,,,
parewi duwa temple,Matara,a year ago,scam doesn't pay rupees guy nothing see construction temple island full garbage doesn't even bother clean money shame,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,beautiful small island mature,,,,,,,,,,
parewi duwa temple,Matara,6 months ago,years ago visited temple family awesome,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,bridge nice well view top however temple empty room allegedly paid bless even front doesn't worth visit,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,bridge wooden also placed cover holes take keen attention bridge nice surrounding temple constructions also going private vehicle park near bus stand,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,good place great view point,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,visited university vacation good experience,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,situated close proximity mature bus stand small island use long bridge go island bridge strength cross fear island buddhist temple,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,beautiful excited go see lot things island like buddhist place lot,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,island small island buddhist temple close mature situated middle sea front main bus stand mature bridge built reach popular tourist attraction,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,small island mature city easy access safe place buddhist temple covering whole island beautiful views back temple evenings,,,,,,,,,,
parewi duwa temple,Matara,a year ago,beautiful place entrance bridge sea dangerous hand fences sides,,,,,,,,,,
parewi duwa temple,Matara,5 months ago,beautiful temple sea view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful place anyone visit mature town could visit place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,little island setting special thing stands right major construction appears process building new larger stupa main appeal pretty much vantage point looking sea,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,located mature town near mature main bus stand entrance free every type u sea views temple actually worship point may restrictions acts,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,one kind sacred buddhist temple sight built little island close mature city bus station accessible bridge,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,nice place visit worship people say couples allowed due misbehaving people visited earlier keep mind respect valuable place get lets visit protect future generations,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,whole island consists temple parts construction beautiful place looking sea popular tourists,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful setting nice place visit quick stop lot building work temple reached steep path steps,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,entrance fee layperson reconstruction nothing see except see view top,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,place island nice temple basic already town visit definitely worth go temple,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,nice temple small island,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,looks nice close highway,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,nice temple beautiful little island connected walking bridge nice sea views well atmosphere,,,,,,,,,,
parewi duwa temple,Matara,a year ago,good,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,one main places see mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,makes interesting walk temple hanging bridge nothing much see go past ln experience worth,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,shine place buddhist temple island part main land many years clean place calm beautiful,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,good place visit mature town near bus stand calm beautiful may get crowded full moon days,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,days temple construction located front mature bus stand nice view sea beach around temple,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,parade temple buddhist temple situated mature next mature main bus stand popular buddhist temple well tourist attraction mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,temple situated small island called island enter temple need cross suspension bridge temple construction,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,police man monk entrance ask carry cement bag temple bridge hanging bridge one responsible,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful calm placet gorgeous beach doesn't find big sacred value place,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,nice view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,great place beauty historic place,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,temple nice view notice bridge safe take,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,cool place front mature bus stand surrounded southern sea awesome view,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,picturesque place buddhist temple peaceful parts must see place,,,,,,,,,,
parewi duwa temple,Matara,a year ago,expensive nothing see bridge lots rusty holes gaps demanded significant,,,,,,,,,,
parewi duwa temple,Matara,a year ago,temple ready yet built nothing special place,,,,,,,,,,
parewi duwa temple,Matara,11 months ago,beautiful place,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,best temple middle sea superb place calm,,,,,,,,,,
parewi duwa temple,Matara,a year ago,temple located small island across mature beach,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,temple mature city bridge leading doesn't see monks temple lots sadly,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,beautiful place visit actually buddhist temple surrounded sea,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice buddhist temple small island connected footbridge close public bus station market,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,beautiful isle buddhist visit mature,,,,,,,,,,
parewi duwa temple,Matara,a year ago,go  bird island go blast fly swim go,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice peaceful place go must visit around mature,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful small island surrounded weather beautiful top hillock,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,prove temple one beautiful island temple sri lanka,,,,,,,,,,
parewi duwa temple,Matara,a year ago,feature temple certainly bridge,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful island buddhist temple great sea view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful small island southern coast sri lanka buddhist temple,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,beautiful place view south sea temple,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,buddhist temple nice sea view sea breeze recommends evening visit,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice place near mature bus station temple small island,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice relaxing place since need attention government maintenance,,,,,,,,,,
parewi duwa temple,Matara,a year ago,total scam paid rupees see construction site nothing total waste time,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,good sea view lot construction work going slowly places,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,beautiful place visit somewhat crowded place,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,place calm mind,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice place days constructions going,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful sea water waves every sea beautiful scenery,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful place visit,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful peaceful place visit,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,beautiful temple old times island,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,calm quite buddhist temple great views india ocean,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice location bridge major holes making unsafe cross,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,peaceful place worship lord beautiful surrounding,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,small island mature town peaceful place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful place small island,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful tourist attraction buddhist place mature town,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,bridge old lovely place visit,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,beautiful place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,get nice breeze ocean view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice place recommend specially,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,best place visited often days,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,located mascara calm beautiful see view,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice place visitors tourists visit,,,,,,,,,,
parewi duwa temple,Matara,9 years ago,nice view near mature bus station,,,,,,,,,,
parewi duwa temple,Matara,a year ago,ran historical place mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,currently guess usually beautiful,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,place southern province buddhist monks became ordination,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,superb place take photos,,,,,,,,,,
parewi duwa temple,Matara,6 months ago,must see place mature,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,nice place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice place mature topmost visitors visit,,,,,,,,,,
parewi duwa temple,Matara,a year ago,good temple issue bridge,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful panoramic views fresh sea salty,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,buddhist temple small island near central bus stand mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,yes loved place bridge safe,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,peaceful harmony temple sea view sea breeze,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful place stay hours calmly,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,buddhist temple islet southern town mature,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,beautiful place visit really nice,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,passing mature go check place regret,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful island nice temple,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,watch beauty sea,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,beautiful temple eye catching bridge,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,cam beautiful place stay,,,,,,,,,,
parewi duwa temple,Matara,7 months ago,buddhist temple relax mind,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful island temple,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful temple lord buddy,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful temple visit mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,buddhist temple beautiful sea view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,place,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,nice place temple,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice place visit near bus station,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,buddhist temple located front mature bus stand,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,construction great experience,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful scenarios calm place,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,one landmark building buddhist temple,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,best temple ever,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,place wow cool place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,beautiful place small island mature,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,looks good distance good inside,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,must visit temple mature area,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice place visit near beach,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,buddhist temple connected hanging bridge,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,nice place need development,,,,,,,,,,
parewi duwa temple,Matara,a year ago,beautiful island mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,famous one worth visiting,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,place couple photos,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,place sea small island temple,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,view nice place,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,nice calm place nice view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice island nice temple,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,bridge,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,place relax mind,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,strange place beautiful picture discomfort,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,insist pay watch,,,,,,,,,,
parewi duwa temple,Matara,a year ago,beautiful mature town,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice temple,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,closed due maintenance bridge,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,great place nature lovers,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,buddhist place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice new experience,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,place clam peace,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,secret place beautiful,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,beautiful calm place,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,beautiful location mature,,,,,,,,,,
parewi duwa temple,Matara,a year ago,located beautiful place,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,good place worship place chill,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,beautiful place beach,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,good place visit,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,best temple,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,best place visit mature,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice place visit family,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,relax everything,,,,,,,,,,
parewi duwa temple,Matara,5 months ago,calm place,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,island,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,best place relax,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,entrance bridge damaged construction,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,really nice place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,best place mind calm,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,best view,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,god,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,great relaxed place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,good mind relax temple,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice place,,,,,,,,,,
parewi duwa temple,Matara,a year ago,beautiful temple,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,place visit,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,bridge island,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,buddhist temple,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,place,,,,,,,,,,
parewi duwa temple,Matara,a year ago,nice place mascara,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,beautiful place,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,calm place,,,,,,,,,,
parewi duwa temple,Matara,a year ago,awesome,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,peace full area,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,mind relaxing place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,better sea view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,great place go,,,,,,,,,,
parewi duwa temple,Matara,3 years ago,different experience try,,,,,,,,,,
parewi duwa temple,Matara,8 years ago,great place worship,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,improved maintained,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,lovely place,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice place relax,,,,,,,,,,
parewi duwa temple,Matara,5 years ago,nice place worship,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,beautiful,,,,,,,,,,
parewi duwa temple,Matara,6 years ago,racist monks,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,went,,,,,,,,,,
parewi duwa temple,Matara,7 years ago,calm place concentrate mind,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,amazing place visit,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,nice view,,,,,,,,,,
parewi duwa temple,Matara,4 years ago,one favorite place,,,,,,,,,,
parewi duwa temple,Matara,2 years ago,great place,,,,,,,,,,
parewi duwa temple,Matara,8 years ago,good view,,,,,,,,,,
parrot rock,Matara,2 weeks ago,oke parrot rock island rest surrounding awesome u come beach u must sit relax hard catch sri lanka beach vibe images tell everything guess,,,,,,,,,,
parrot rock,Matara,3 months ago,definitely check morris views generally cool little spot check get views,,,,,,,,,,
parrot rock,Matara,a month ago,beautiful views manage climb sketchy get perfect picnic spot,,,,,,,,,,
parrot rock,Matara,3 months ago,like small island sea nice view place crowded crows even though called parrot rock although beautiful,,,,,,,,,,
parrot rock,Matara,7 months ago,beautiful place sit watch waves take view aware get rock need cross path waves,,,,,,,,,,
parrot rock,Matara,5 months ago,nice place located sri lanka nice bath sea good safety also place surfers surf doesn't forget climb island located close beach,,,,,,,,,,
parrot rock,Matara,a month ago,due stormy weather high waves could doesn't pass sea reach rock heard sunny days easier cross beach also saw little hard go top rock,,,,,,,,,,
parrot rock,Matara,7 months ago,lovely place looks exciting one beautiful places going recommended take good shoes,,,,,,,,,,
parrot rock,Matara,7 months ago,great place visit degree view magnificent beach climbing free charge need buy tickets,,,,,,,,,,
parrot rock,Matara,5 months ago,place catch beautiful tiny island coast beach sri lanka sit get view palm,,,,,,,,,,
parrot rock,Matara,3 months ago,really cool place watch ocean waves slippery rocks,,,,,,,,,,
parrot rock,Matara,5 months ago,cool outcrop bays sides doesn't afraid rickety bamboo scaffold ridge definitely worth risk reward views,,,,,,,,,,
parrot rock,Matara,6 months ago,beautiful view surrounded rocks crabs get best view,,,,,,,,,,
parrot rock,Matara,7 months ago,attractive place middle beach area approach narrow sea sides take reach top nice panoramic views surrounding area ocean riff surfers,,,,,,,,,,
parrot rock,Matara,5 days ago,small island sea nice place go season cant climb,,,,,,,,,,
parrot rock,Matara,3 months ago,cool spot explore go onto rocks slippery big wave came nowhere soaked us,,,,,,,,,,
parrot rock,Matara,a month ago,beautiful mini island like ball seasonal time visit easily,,,,,,,,,,
parrot rock,Matara,10 months ago,nice place especially see set one side little beach go water,,,,,,,,,,
parrot rock,Matara,6 months ago,awesome views definitely going back completely safe,,,,,,,,,,
parrot rock,Matara,a year ago,may less known place definitely worth visit really good experience need walk water climb rock views definitely worth climb try getting get good clicks,,,,,,,,,,
parrot rock,Matara,6 months ago,visit free beautiful nice little walk great view,,,,,,,,,,
parrot rock,Matara,a year ago,beautiful beach walk climb small rockoon bath climbing path way little bit,,,,,,,,,,
parrot rock,Matara,9 months ago,rock accessible low beach popular tourist take photos steps try risk worth views,,,,,,,,,,
parrot rock,Matara,a year ago,sunset place see surfers swimmers view surroundings place would much better maintained daily,,,,,,,,,,
parrot rock,Matara,a year ago,must visit spot great choose spot shore close rock way fun climb explore rocky landscapes behind rock chill cooling water shore definitely,,,,,,,,,,
parrot rock,Matara,6 months ago,oh way go maybe low might done possibly boat honestly nothing,,,,,,,,,,
parrot rock,Matara,a year ago,really cool place get bit scary get worth view super lush green highly recommend place,,,,,,,,,,
parrot rock,Matara,8 months ago,parrot rock small island along beach  incredibly easy access gives view beach,,,,,,,,,,
parrot rock,Matara,7 months ago,located beach parrot rock strictly adventurous traveler really cool place less popular place cross sea view definitely worth climb,,,,,,,,,,
parrot rock,Matara,5 months ago,location get good view surrounding ocean bit climbing rock,,,,,,,,,,
parrot rock,Matara,5 years ago,place spend evening time entry steps slip u doesn't climb properly take climbing issue u concentrate climb good place take photos many tourist attracted area safe bring,,,,,,,,,,
parrot rock,Matara,a year ago,best place beach main place beach  one parrot rock bridge one coconut tree point parrot rock bridge best place set evening view must visit place u r near beach,,,,,,,,,,
parrot rock,Matara,3 months ago,great spot,,,,,,,,,,
parrot rock,Matara,4 years ago,beautiful clean beech many shallow variety brightly colored fish crabs bridge made bamboo little rickety safe view great top saw many different types,,,,,,,,,,
parrot rock,Matara,4 months ago,great place chill loved beware comes water reaches knee high better wear swimsuit risk getting clothes wet,,,,,,,,,,
parrot rock,Matara,2 months ago,call parrot rock historical reason actually crow rock full crows view nice though photographers tried sell service tourists otherwise whole,,,,,,,,,,
parrot rock,Matara,a year ago,great spot pictures top bit hard get gorgeous views must,,,,,,,,,,
parrot rock,Matara,7 months ago,nice place see wear sandal due sea water rise,,,,,,,,,,
parrot rock,Matara,3 months ago,nice viewpoint good watching nice,,,,,,,,,,
parrot rock,Matara,4 months ago,beach good photography,,,,,,,,,,
parrot rock,Matara,7 months ago,specially beach lovers must visit place awesome place go friends,,,,,,,,,,
parrot rock,Matara,2 years ago,may experience reaching place situated beach beautiful sea view salty wind india ocean reaching place bridge,,,,,,,,,,
parrot rock,Matara,5 years ago,beautiful view little slippery climb recommended rain showers rough seas wear shoes safe view awesome,,,,,,,,,,
parrot rock,Matara,9 months ago,good place rocks water make lot pictures,,,,,,,,,,
parrot rock,Matara,5 years ago,great view beach area small outcrop land visit quick entire access route swept away relentless forces lovely spot see well sure take away though already much top,,,,,,,,,,
parrot rock,Matara,4 months ago,one important tourist attraction located water,,,,,,,,,,
parrot rock,Matara,5 years ago,beach evening mother nature offers something different subset could fiery red pink shoreline blanketed coconut trees rest many beach sides bar,,,,,,,,,,
